"PUNTO","Q1","Q2","Q3","Q4","Media","CoeficienteVar","Salto","Cluster"
443,60.0833333333333,60.1166666666667,60.1666666666667,5243.41666666667,117.127552596024,1.9933324937191,0.0259216691905424,1
382,60.05,60.0666666666667,60.1166666666667,2156.11666666667,107.314394341291,1.6731105587088,0.0106586677155582,1
383,60.05,60.0666666666667,60.1,2506.36666666667,106.241400662829,1.72847908049174,0.0123449726264257,1
236,60.05,60.0666666666667,60.0833333333333,2230.06666666667,117.127422597507,1.82223845079593,0.0229670242526585,1
442,60.05,60.0666666666667,60.1,6475.46666666667,121.270975263585,2.2147752538129,0.032479728383707,1
384,60.0333333333333,60.0666666666667,60.0833333333333,1200.56666666667,60.380994769664,0.459998528174059,0.00599975495905976,1
385,60.05,60.0666666666667,60.1,1205.45,61.248245077033,0.504872399703611,0.00602429759215505,1
386,60.0333333333333,60.05,60.0666666666667,1191.85,80.1185245018848,1.13369684169827,0.00600811197196399,1
406,60.0333333333333,60.05,60.0833333333333,11686.0333333333,105.723223891671,3.78133814549338,0.0615104133860651,1
407,60.0333333333333,60.05,60.0666666666667,1189.91666666667,82.05562275018,1.15246037821417,0.0062640787132225,1
408,60.0166666666667,60.0166666666667,60.0333333333333,3298.73333333333,107.83718381113,2.39635076740662,0.0257925322536969,1
409,60.0166666666667,60.0333333333333,60.05,1362.21666666667,97.9808045977012,1.62018505091739,0.0106535580443794,1
422,60.0166666666667,60.0166666666667,60.0166666666667,2967.51666666667,93.6585854667701,1.87717855851701,0.0245806099353149,1
423,60.0333333333333,60.05,60.0666666666667,1214.85,87.2293158313445,1.2805673885223,0.00664777274395847,1
462,60.0666666666667,60.0666666666667,60.1,67413.2666666667,265.0512,13.1255062447448,0.678241453391311,4
463,60.0666666666667,60.0666666666667,60.1,67388.9833333333,369.474737532808,11.4373797765571,0.718076044324114,4
464,60.05,60.0666666666667,60.0833333333333,76273.65,504.365313028765,10.7658862828534,0.767649714053178,4
465,60.0333333333333,60.0666666666667,60.0833333333333,76289.1,417.926200564972,11.8746330402954,0.773483207963723,4
482,60.0666666666667,60.0666666666667,60.0833333333333,841.95,60.879549950544,0.458345745594029,0.010259471179369,1
502,60.0666666666667,60.15,81.6666666666667,6611.33333333333,253.945622895623,2.99691913254822,0.0876580637220293,1
522,60.05,60.05,60.0833333333333,659.233333333333,94.9153703703704,1.44696490180017,0.0771720616611679,1
523,60.05,60.05,60.0666666666667,994.833333333333,103.720444444444,1.73050820891529,0.127886498322414,1
524,60.05,60.0666666666667,60.2,626.233333333333,91.3073476702509,1.40413387283803,0.0737475343232024,1
542,60.0333333333333,60.0416666666667,129.5125,175.033333333333,87.55,0.705461488805761,0.333206421727267,1
